,Total_Population,total_households,Median_income,per_capita_income,households_below_poverty_line,black_population,white_population,asian_population,native_population,hispanic_population,zcta
18391,4133,1516,92969,40099,181,21,3563,10,27,429,54126
18392,59,26,93750,43786,10,0,59,0,0,0,54127
18393,2101,777,56893,27730,214,14,1481,2,407,138,54128
18394,3400,1475,75083,40170,242,25,3154,4,29,151,54129
18395,27959,10986,81917,41633,1810,73,26603,421,78,591,54130
18396,3053,906,62407,24395,646,3,441,2,2444,323,54135
18397,6859,2863,64137,34789,668,2,6091,286,0,219,54136
18398,1085,436,83333,37853,54,0,1039,6,5,0,54137
18399,864,414,57679,38252,144,0,850,0,4,31,54138
18400,3267,1297,76250,35266,229,21,3129,0,19,68,54139
18401,8371,3714,67911,35847,348,87,7698,16,106,363,54140
18402,2643,1074,95800,48419,45,0,2508,0,0,118,54141
18403,14993,6852,61495,37022,1513,98,14393,19,46,329,54143
18404,1206,583,49526,28740,202,0,1168,19,4,7,54149
18405,1170,335,54875,18063,270,5,33,6,1107,35,54150
18406,3484,1474,63088,32363,318,51,3341,0,0,22,54151
18407,230,88,58750,32660,47,0,184,0,0,35,54152
18408,7085,3077,69148,35175,689,57,6447,79,223,257,54153
18409,5657,2360,57108,34230,635,14,5400,30,13,95,54154
18410,7997,2848,97458,48602,426,9,5334,295,1004,405,54155
18411,1467,664,46250,26663,187,1,1387,20,4,36,54156
18412,6300,2610,66349,33286,411,4,6015,3,12,84,54157
18413,1385,562,60714,33452,122,0,1321,7,36,29,54159
18414,229,103,64688,34982,5,0,226,0,0,8,54160
18415,2559,1167,61989,36382,373,6,2455,3,3,70,54161
18416,9416,3380,81582,33960,422,55,8648,91,57,142,54162
18417,7827,2953,80702,36073,607,1,6946,47,447,389,54165
18418,16657,7040,62578,35695,1829,144,13823,62,1392,692,54166
18419,3198,1192,127188,53548,100,1,3122,0,13,16,54169
18420,3654,1494,76000,36262,219,0,3517,3,9,130,54170
18421,3903,1379,104844,42088,128,0,3847,0,2,5,54171
18422,3523,1355,98007,49844,140,55,3187,0,0,300,54173
18423,3069,1380,69250,36315,323,5,2812,3,142,58,54174
18424,1115,598,81759,45702,102,0,1102,0,2,10,54175
18425,2691,1313,56435,35914,246,0,2568,28,17,13,54177
18426,3221,1258,89643,39892,43,30,2862,36,54,160,54180
18427,5290,2224,71371,35722,556,78,4868,41,46,191,54201
18428,1588,811,69071,42855,109,0,1526,33,0,47,54202
18429,1939,787,79115,40037,113,59,1836,0,2,62,54204
18430,2184,781,85809,39109,68,16,2079,3,3,28,54205
18431,163,72,67500,34142,0,0,161,2,0,4,54207
18432,6078,2258,86484,39435,501,3,5731,55,43,76,54208
18433,1556,733,67266,58007,163,0,1527,0,8,10,54209
18434,783,390,67222,65189,21,0,718,0,0,0,54210
18435,299,162,72083,79510,15,0,284,0,0,0,54211
18436,854,388,81563,63156,31,0,818,0,0,30,54212
18437,1453,568,82059,34703,143,0,1342,1,0,54,54213
18438,478,290,80833,31057,41,0,456,17,0,12,54214
18439,183,101,38438,29627,23,0,159,0,0,24,54215
18440,6106,2628,75093,40658,409,3,5762,47,0,196,54216
18441,7636,2850,82206,38096,386,0,7417,20,7,292,54217
18442,40562,17248,62813,35231,5277,648,35960,1793,111,2178,54220
18443,1675,721,79883,35805,104,0,1601,6,17,19,54227
18444,2830,1185,70893,36229,117,6,2713,10,2,55,54228
18445,4926,2017,87971,38650,139,0,4766,45,25,223,54229
18446,4377,1726,77841,37193,332,3,4030,53,59,125,54230
18447,857,522,46786,42384,55,0,845,7,0,24,54232
18448,2105,1047,64671,40169,309,0,2058,0,19,82,54234
18449,18008,8316,65986,44319,1570,117,16731,45,255,791,54235
18450,14198,6464,61346,34188,1119,175,13059,129,13,675,54241
18451,1945,837,85197,39362,85,0,1832,7,18,100,54245
18452,864,426,61875,35958,70,1,832,5,0,21,54246
18453,2425,991,73429,36906,117,7,2334,7,17,16,54247
18454,22116,9805,73395,37859,2179,578,18201,460,579,2605,54301
18455,31428,13015,53651,27635,6570,1528,20125,1089,564,10916,54302
18456,27366,12172,51573,28887,4855,1128,20590,1423,691,2182,54303
18457,27859,12537,57061,33457,4413,885,21253,1477,1210,2198,54304
18458,1130,0,-666666666,826,0,675,371,0,34,58,54307
18459,37187,14498,80361,41280,1930,973,31329,1169,195,2878,54311
18460,40653,15635,107218,49715,1337,629,36749,743,716,1162,54313
18461,31292,13133,64799,37043,3406,164,25751,3351,79,1401,54401
18462,24874,10359,65515,38793,2365,129,21703,1636,26,586,54403
18463,2843,998,61625,30307,413,156,2185,16,94,969,54405
18464,3783,1594,73947,39869,223,12,3686,3,8,79,54406
18465,1363,540,91719,41605,59,1,1321,15,0,23,54407
18466,1235,492,70167,38593,84,6,1160,37,0,6,54408
18467,12916,5597,53976,32540,1666,36,12087,16,98,378,54409
18468,2410,862,73750,30731,348,3,2342,1,3,42,54410
18469,4943,1921,74323,33899,509,16,4764,7,1,111,54411
18470,2062,786,78944,38357,115,0,2017,1,0,51,54412
18471,204,93,58125,29883,15,0,196,0,0,0,54413
18472,3541,1344,70500,31181,319,16,3336,8,15,70,54414
18473,1605,647,55982,27551,164,0,879,6,593,23,54416
18474,6,5,-666666666,39083,0,0,6,0,0,0,54417
18475,1050,346,78056,30922,113,12,944,0,5,16,54418
18476,1434,487,74848,29757,98,0,1335,6,0,129,54420
18477,3831,1252,59783,27644,523,6,3369,27,4,568,54421
18478,1355,421,57583,23527,228,0,1138,0,3,323,54422
18479,2140,772,112083,42985,90,0,2129,3,0,6,54423
18480,1568,658,75071,37991,93,14,1419,5,10,34,54424
18481,1973,720,59722,29010,221,0,1855,0,0,214,54425
18482,4285,1740,74545,36490,340,0,4122,5,15,37,54426
18483,1117,466,70625,34151,62,3,1071,0,8,20,54427
18484,982,455,47476,31063,157,0,974,8,0,1,54428
18485,106,44,53750,27052,26,0,93,0,0,7,54430
18486,1870,697,62589,32485,198,0,1830,0,0,21,54433
18487,2020,838,76667,36611,117,22,1918,3,0,13,54435
18488,2205,767,62644,26060,414,5,2121,2,10,33,54436
18489,3064,1171,60711,29470,324,0,2980,3,13,23,54437
18490,2699,1092,78816,36571,285,7,2529,20,0,160,54440
18491,849,349,86417,40382,29,1,831,1,1,14,54441
18492,1584,586,62500,35707,67,58,1359,2,2,59,54442
18493,2140,858,99423,43204,131,11,1980,36,7,38,54443
18494,3461,1155,67847,28179,447,13,3376,0,0,61,54446
18495,479,202,45227,27094,79,10,459,0,0,26,54447
18496,4225,1662,91364,41009,114,8,4062,70,4,64,54448
18497,26149,11518,64556,41213,2578,314,24257,541,19,541,54449
18498,475,166,68478,32487,70,0,384,0,0,129,54450
18499,10988,4372,62885,35277,813,30,10546,33,19,185,54451
18500,18854,8140,63256,36022,2090,98,18021,146,17,355,54452
18501,1373,534,77500,33947,116,1,1227,1,2,116,54454
18502,19168,7640,92109,44915,850,97,17923,304,15,282,54455
18503,5732,2471,62965,32364,557,30,5381,31,17,137,54456
18504,8067,3772,66866,35909,892,26,7358,98,41,368,54457
18505,110,50,56250,36237,7,0,110,0,0,0,54458
18506,1296,558,54524,30623,144,14,1237,0,2,36,54459
18507,2733,926,63553,28832,287,8,2616,7,4,40,54460
18508,376,163,72768,33893,50,0,361,0,4,0,54462
18509,754,433,51845,40118,55,0,742,0,8,3,54463
18510,69,19,-666666666,25112,0,0,69,0,0,0,54464
18511,720,350,52500,40887,45,0,710,0,9,3,54465
18512,2663,1100,63553,34292,240,1,2604,2,9,19,54466
18513,14739,6195,76295,39484,1309,86,13571,460,57,474,54467
18514,1857,711,72431,31636,199,8,1656,7,9,23,54469
18515,2122,833,57111,27837,221,0,1968,30,3,69,54470
18516,1643,591,84327,40937,67,17,1524,56,9,29,54471
18517,2525,1008,71974,37374,112,0,2490,0,1,50,54473
18518,4209,1793,78036,35334,379,127,3911,139,0,0,54474
18519,1339,583,81908,39163,81,1,1281,3,0,45,54475
18520,19767,8303,72301,39394,1540,184,16860,1909,37,376,54476
18521,3607,1370,76250,32501,211,7,3483,0,2,65,54479
18522,1416,536,54583,30825,119,0,1357,0,2,95,54480
18523,27544,11708,55922,31552,3791,486,24578,973,45,969,54481
18524,9673,4067,93958,50275,752,17,8621,504,27,360,54482
18525,5557,2420,66921,39972,374,4,5085,23,0,167,54484
18526,382,165,63250,39397,13,0,377,3,0,0,54485
18527,2063,889,55711,30715,252,0,1839,67,70,68,54486
18528,9681,4241,71886,38607,838,31,9236,24,35,196,54487
18529,1137,469,61563,30056,137,6,1036,3,0,81,54488
18530,1491,631,59297,34035,145,0,1389,1,34,20,54489
18531,995,381,62614,27125,107,0,914,0,1,39,54490
18532,1502,721,47422,31622,181,4,1372,0,83,11,54491
18533,561,276,66250,37127,44,0,552,1,8,3,54493
18534,27267,11730,66941,39394,1928,108,25481,520,59,876,54494
18535,8153,3492,49149,26392,1644,95,7126,346,133,552,54495
18536,2343,808,63690,31882,277,12,2240,3,3,44,54498
18537,2799,1139,63009,34343,243,29,2472,0,125,95,54499
18538,21174,8844,64114,36599,2287,109,19942,63,271,366,54501
18539,1428,581,57255,33306,87,7,1316,16,25,2,54511
18540,1487,619,70329,34414,120,0,1458,0,4,26,54512
18541,435,253,58848,39448,32,0,428,0,1,2,54513
18542,1946,887,71328,37675,116,0,1919,0,7,18,54514
18543,599,278,55000,34533,49,0,574,0,0,16,54515
18544,183,84,68971,45146,13,0,172,7,4,3,54517
18545,1270,614,57424,35616,70,0,1171,0,3,13,54519
18546,3889,1537,54720,28484,666,17,2832,0,920,97,54520
18547,8424,3867,68850,40935,790,32,7920,20,107,225,54521
18548,698,357,42321,28444,109,0,689,0,0,0,54524
18549,279,122,56042,37083,17,0,230,0,19,30,54525
18550,677,307,47188,26226,76,0,656,4,0,5,54526
18551,889,444,48750,29469,122,24,826,3,23,26,54527
18552,1157,442,65313,34790,99,2,1088,32,3,25,54529
18553,715,337,45179,26967,86,0,702,2,3,0,54530
18554,1308,563,75391,41823,76,3,1273,9,0,19,54531
18555,2545,1198,47955,31813,327,4,2397,22,27,34,54534
18556,194,90,55156,32194,11,0,188,0,0,0,54536
18557,611,240,53750,24684,77,0,597,2,1,0,54537
18558,2969,1282,48305,28905,673,10,1076,36,1792,138,54538
18559,1300,538,74318,44694,88,5,1225,2,8,30,54539
18560,915,451,57656,39829,46,0,829,0,4,39,54540
18561,1445,489,54539,27257,186,4,1179,26,35,87,54541
18562,648,261,45469,26581,67,0,503,0,7,0,54542
18563,852,474,72917,55059,54,0,823,0,0,6,54545
18564,1131,494,60714,31338,83,0,1107,7,5,7,54546
18565,1394,689,62616,35923,145,0,1368,0,13,17,54547
18566,5617,2633,66913,52047,342,4,5134,17,243,155,54548
18567,623,286,56250,33103,60,0,587,1,10,0,54550
18568,4386,2188,54239,34968,747,2,4099,44,17,96,54552
18569,1103,508,54750,44346,62,12,984,18,10,37,54554
18570,4756,2178,56139,34472,588,0,4434,29,27,132,54555
18571,1091,524,52727,30007,109,8,1042,2,12,16,54556
18572,1043,499,93984,51925,43,8,989,0,0,20,54557
18573,2190,1113,65875,43322,140,9,2022,10,61,11,54558
18574,918,403,66172,34254,146,0,548,0,333,24,54559
18575,611,288,73750,39495,31,42,544,0,4,0,54560
18576,31,13,99375,45713,0,0,31,0,0,0,54561
18577,1880,863,53625,41513,213,1,1795,14,0,12,54562
18578,830,321,77411,39124,79,0,806,6,0,4,54563
18579,417,206,44167,31010,32,0,416,0,0,4,54564
18580,42,24,37500,25652,4,0,40,0,0,0,54565
18581,1404,671,51164,31117,265,0,1035,2,179,47,54566
18582,4932,2154,67823,40585,444,0,4758,0,14,114,54568
18583,51116,21352,57500,36366,8896,781,46597,1871,34,932,54601
18584,13780,6615,52113,34925,2217,429,11763,538,120,380,54603
18585,1547,690,60625,34802,82,0,1468,9,7,48,54610
18586,1337,468,67344,30125,91,0,1148,0,1,138,54611
18587,5714,2137,64348,31706,303,9,4232,0,85,2049,54612
18588,1929,956,42500,32031,296,0,1816,0,18,71,54613
18589,2491,1004,79559,37508,158,4,2398,42,0,34,54614
18590,10978,4303,59556,32263,1432,314,8859,72,905,385,54615
18591,2483,996,71346,35252,235,0,2351,0,0,62,54616
18592,2264,820,69667,32142,286,21,2000,41,8,166,54618
18593,3893,1328,67632,29440,512,14,3425,0,3,492,54619
18594,1371,460,85952,35712,312,0,1365,0,0,7,54621
18595,1971,906,70556,38830,101,3,1933,0,0,16,54622
18596,2003,824,80000,41874,191,0,1941,6,0,24,54623
18597,1587,720,78409,35539,113,0,1548,0,1,6,54624
18598,324,231,50705,30268,28,0,301,1,0,14,54625
18599,1372,586,60500,32572,84,2,1351,5,0,14,54626
18600,2022,855,76875,37422,118,32,1961,0,0,11,54627
18601,945,440,61875,35330,82,0,912,0,0,0,54628
18602,2471,1069,72569,38846,143,0,2377,0,3,56,54629
18603,4265,1704,83313,38215,251,4,4068,49,24,31,54630
18604,1830,734,61818,34871,177,37,1668,12,3,59,54631
18605,1124,461,75804,36226,53,9,1047,4,0,8,54632
18606,4288,1544,55714,27395,1014,0,4050,25,7,92,54634
18607,1735,649,73281,36668,132,3,1671,40,10,8,54635
18608,16541,6114,90774,42861,514,100,14526,1166,0,399,54636
18609,158,75,71458,41675,22,0,151,2,0,0,54637
18610,1435,592,58333,30042,235,6,1382,6,0,3,54638
18611,2445,1013,52695,33386,518,5,2395,8,0,25,54639
18612,2354,820,69472,34309,318,14,2167,12,22,67,54642
18613,4,2,-666666666,-1,0,0,4,0,0,0,54643
18614,1365,518,71316,34425,112,13,1164,101,33,41,54644
18615,117,58,45556,20352,23,0,117,0,0,2,54645
18616,3810,1535,57723,33972,431,43,3501,8,33,98,54646
18617,1730,566,71167,26485,372,0,1420,2,0,408,54648
18618,24590,10714,81847,46985,1222,471,21572,1324,165,564,54650
18619,1231,424,63000,25915,123,0,1146,15,0,54,54651
18620,1123,383,52679,22555,230,5,1090,4,3,32,54652
18621,1210,463,65875,29031,123,0,1059,92,28,84,54653
18622,128,58,-666666666,25236,9,0,128,0,0,2,54654
18623,1678,635,48750,29492,373,10,1587,7,1,17,54655
18624,18008,7022,66048,32625,1718,397,16380,148,115,966,54656
18625,359,123,56250,21982,36,1,357,0,0,0,54657
18626,2492,1029,71250,38162,236,10,2348,0,0,26,54658
18627,1259,473,68173,31387,188,0,1253,0,0,36,54659
18628,16005,6802,63876,36662,1939,210,14617,116,257,348,54660
18629,3877,1591,73438,38124,190,3,3761,9,0,15,54661
18630,1659,602,65893,30297,296,7,1597,12,0,27,54664
18631,8843,3594,64196,33487,1014,28,8258,2,26,151,54665
18632,2782,1063,74648,38204,151,38,2523,8,49,113,54666
18633,4980,1893,67393,31992,495,4,4859,9,0,58,54667
18634,8363,3095,88434,39117,297,16,7702,204,7,260,54669
18635,1934,528,83750,24659,290,30,1807,22,4,38,54670
18636,41559,16820,68841,41146,3963,539,37925,1442,81,727,54701
18637,43618,17960,67664,35575,6609,719,37617,2917,182,1550,54703
18638,8863,3663,77567,38086,869,141,7795,258,10,261,54720
18639,1364,495,72159,37592,98,0,1315,2,5,31,54721
18640,3820,1419,65469,39180,471,0,3662,4,5,37,54722
18641,1007,441,78674,41443,56,0,992,1,2,4,54723
18642,7566,2814,65679,31755,569,1,7413,17,1,110,54724
18643,3043,1293,67022,37350,281,0,2963,5,8,50,54725
18644,1791,709,61875,31888,202,15,1758,0,0,4,54726
18645,4881,1943,69025,31943,760,11,4643,9,3,117,54727
18646,5910,2449,65472,33241,710,10,5703,31,19,58,54728
18647,34192,14442,71629,40453,3130,402,32119,486,122,548,54729
18648,5391,2095,78662,38703,334,4,5039,104,17,73,54730
18649,656,309,56458,35465,41,0,625,0,0,0,54731
18650,2842,1078,61406,31261,304,1,2773,12,4,31,54732
18651,1303,493,53641,31832,87,3,1225,2,9,22,54733
18652,743,318,65625,38727,54,0,705,0,8,17,54734
18653,4258,1815,68281,37973,304,13,4020,27,5,176,54736
18654,555,208,80455,34704,90,0,548,3,3,1,54737
18655,3734,1296,85179,41845,226,5,3356,5,5,368,54738
18656,5165,1908,88457,37736,351,14,4876,84,17,189,54739
18657,1927,773,73697,36657,146,0,1858,0,6,98,54740
18658,1899,663,68438,26025,305,3,1748,0,17,8,54741
18659,5034,1742,94667,38507,241,13,4906,7,10,32,54742
18660,2271,947,68456,40699,194,0,2237,2,0,8,54745
18661,659,283,60795,25221,112,0,616,8,13,24,54746
18662,2467,1053,61827,32291,277,66,2171,2,0,294,54747
18663,1325,591,72150,36026,23,0,1289,35,0,0,54748
18664,1511,575,65625,34233,133,15,1289,2,5,6,54749
18665,1091,436,85000,44678,32,2,1077,0,0,6,54750
18666,25972,9653,64092,32931,3043,105,23584,1508,43,525,54751
18667,1569,585,57679,33846,169,30,1285,0,83,148,54754
18668,7419,2934,62184,33259,684,43,7159,19,1,132,54755
18669,947,412,69231,36285,75,0,890,0,0,17,54756
18670,3533,1464,64412,32494,492,10,3388,22,2,78,54757
18671,4651,1949,67107,35334,333,0,4539,42,20,25,54758
18672,1459,619,78125,39441,171,13,1402,0,0,4,54759
18673,169,74,51250,35899,14,0,164,0,0,0,54760
18674,1204,452,61786,32056,89,0,1155,1,0,58,54761
18675,1253,501,60083,32392,125,0,1197,10,5,11,54762
18676,1045,446,71000,34564,83,0,1014,2,0,10,54763
18677,1871,718,61500,28519,296,17,1792,0,6,21,54766
18678,3274,1393,78250,37070,237,0,3109,18,3,40,54767
18679,6642,1807,59648,22060,866,543,5636,71,76,380,54768
18680,508,240,68864,49991,13,2,504,1,0,0,54769
18681,2213,811,74297,34190,244,0,2061,17,13,77,54770
18682,4317,1482,66711,31113,361,11,4145,36,3,122,54771
18683,1093,425,75114,30863,139,0,1077,0,0,27,54772
18684,3556,1319,69718,33671,202,23,3293,6,35,294,54773
18685,6088,2781,58277,35023,667,59,5605,60,67,241,54801
